hour,hour_scaled,temperature,humidity,wind_speed,working_day,rental_count,target_scaled
14,0.6086956521739131,0.64,0.47,0.2985,1,266,0.266
15,0.6521739130434783,0.64,0.5,0.2836,1,245,0.245
16,0.6956521739130435,0.62,0.53,0.2239,1,360,0.36
17,0.7391304347826086,0.62,0.53,0.194,1,591,0.591
18,0.782608695652174,0.58,0.49,0.3582,1,511,0.511
19,0.8260869565217391,0.54,0.52,0.2836,1,374,0.374
20,0.8695652173913043,0.54,0.52,0.2836,1,230,0.23
21,0.9130434782608695,0.52,0.55,0.194,1,206,0.206
22,0.9565217391304348,0.52,0.55,0.3284,1,159,0.159
23,1.0,0.52,0.55,0.3284,1,132,0.132
0,0.0,0.5,0.63,0.3881,0,130,0.13
1,0.043478260869565216,0.48,0.67,0.3284,0,58,0.058
2,0.08695652173913043,0.46,0.63,0.4179,0,67,0.067
3,0.13043478260869565,0.46,0.59,0.4179,0,25,0.025
4,0.17391304347826086,0.44,0.58,0.4179,0,8,0.008
5,0.21739130434782608,0.44,0.62,0.2985,0,5,0.005
6,0.2608695652173913,0.42,0.67,0.3284,0,19,0.019
7,0.30434782608695654,0.42,0.67,0.2537,0,36,0.036
8,0.34782608695652173,0.4,0.76,0.3284,0,67,0.067
9,0.391304347826087,0.4,0.82,0.3582,0,129,0.129
10,0.43478260869565216,0.4,0.76,0.3582,0,121,0.121
11,0.4782608695652174,0.38,0.82,0.3284,0,132,0.132
12,0.5217391304347826,0.4,0.82,0.2537,0,158,0.158
13,0.5652173913043478,0.4,0.82,0.3284,0,125,0.125
14,0.6086956521739131,0.42,0.71,0.3582,0,180,0.18
15,0.6521739130434783,0.42,0.71,0.2836,0,195,0.195
16,0.6956521739130435,0.4,0.76,0.2985,0,223,0.223
17,0.7391304347826086,0.4,0.76,0.194,0,228,0.228
18,0.782608695652174,0.38,0.87,0.2239,0,140,0.14
19,0.8260869565217391,0.38,0.82,0.194,0,126,0.126
20,0.8695652173913043,0.36,0.87,0.1045,0,66,0.066
21,0.9130434782608695,0.36,0.87,0.1045,0,56,0.056
22,0.9565217391304348,0.36,0.93,0.2239,0,70,0.07
23,1.0,0.36,0.93,0.2239,0,65,0.065
0,0.0,0.36,0.93,0.2985,0,47,0.047
1,0.043478260869565216,0.34,0.87,0.2537,0,24,0.024
2,0.08695652173913043,0.34,0.87,0.2985,0,30,0.03
3,0.13043478260869565,0.34,0.87,0.2836,0,9,0.009
4,0.17391304347826086,0.34,0.87,0.2537,0,7,0.007
5,0.21739130434782608,0.32,0.87,0.2836,0,7,0.007
6,0.2608695652173913,0.32,0.81,0.1642,0,15,0.015
7,0.30434782608695654,0.34,0.76,0.194,0,29,0.029
8,0.34782608695652173,0.34,0.76,0.194,0,64,0.064
9,0.391304347826087,0.36,0.76,0.3582,0,115,0.115
10,0.43478260869565216,0.36,0.71,0.2836,0,248,0.248
11,0.4782608695652174,0.38,0.66,0.2537,0,292,0.292
12,0.5217391304347826,0.4,0.62,0.194,0,321,0.321
13,0.5652173913043478,0.4,0.62,0.2239,0,308,0.308
14,0.6086956521739131,0.36,0.81,0.1642,0,256,0.256
15,0.6521739130434783,0.36,0.81,0.2537,0,173,0.173
16,0.6956521739130435,0.36,0.87,0.194,0,206,0.206
17,0.7391304347826086,0.36,0.87,0.1642,0,167,0.167
18,0.782608695652174,0.36,0.81,0.194,0,174,0.174
19,0.8260869565217391,0.38,0.76,0.1642,0,162,0.162
20,0.8695652173913043,0.36,0.76,0.2537,0,87,0.087
21,0.9130434782608695,0.36,0.71,0.2239,0,88,0.088
22,0.9565217391304348,0.36,0.81,0.0896,0,64,0.064
23,1.0,0.36,0.81,0.0896,0,25,0.025
0,0.0,0.34,0.87,0.1045,1,16,0.016
1,0.043478260869565216,0.36,0.81,0.0896,1,6,0.006
2,0.08695652173913043,0.36,0.76,0.1045,1,4,0.004
3,0.13043478260869565,0.36,0.81,0,1,7,0.007
4,0.17391304347826086,0.34,0.87,0.1045,1,8,0.008
5,0.21739130434782608,0.36,0.76,0.1045,1,21,0.021
6,0.2608695652173913,0.36,0.71,0,1,94,0.094
7,0.30434782608695654,0.36,0.71,0.1343,1,249,0.249
8,0.34782608695652173,0.36,0.71,0.1045,1,372,0.372
9,0.391304347826087,0.4,0.66,0.0896,1,153,0.153
10,0.43478260869565216,0.4,0.66,0.1045,1,101,0.101
11,0.4782608695652174,0.4,0.71,0.2239,1,126,0.126
12,0.5217391304347826,0.4,0.71,0.1343,1,147,0.147
13,0.5652173913043478,0.42,0.67,0.1642,1,118,0.118
14,0.6086956521739131,0.4,0.76,0,1,120,0.12
15,0.6521739130434783,0.4,0.76,0,1,101,0.101
16,0.6956521739130435,0.4,0.76,0.1045,1,218,0.218
17,0.7391304347826086,0.4,0.76,0.1642,1,495,0.495
18,0.782608695652174,0.4,0.76,0.1642,1,412,0.412
19,0.8260869565217391,0.4,0.76,0,1,315,0.315
20,0.8695652173913043,0.4,0.82,0,1,204,0.204
21,0.9130434782608695,0.4,0.82,0,1,138,0.138
22,0.9565217391304348,0.4,0.82,0,1,91,0.091
23,1.0,0.4,0.82,0.1045,1,54,0.054
0,0.0,0.4,0.87,0.0896,1,27,0.027
1,0.043478260869565216,0.4,0.87,0.1045,1,9,0.009
2,0.08695652173913043,0.4,0.87,0,1,3,0.003
3,0.13043478260869565,0.4,0.82,0.1045,1,6,0.006
4,0.17391304347826086,0.4,0.82,0.0896,1,7,0.007
5,0.21739130434782608,0.4,0.82,0.1343,1,27,0.027
6,0.2608695652173913,0.4,0.82,0.1045,1,112,0.112
7,0.30434782608695654,0.42,0.82,0.2836,1,309,0.309
8,0.34782608695652173,0.44,0.77,0.2239,1,400,0.4
9,0.391304347826087,0.46,0.67,0.2537,1,187,0.187
10,0.43478260869565216,0.48,0.67,0.2836,1,126,0.126
11,0.4782608695652174,0.54,0.64,0.2836,1,124,0.124
12,0.5217391304347826,0.56,0.56,0.2985,1,199,0.199
13,0.5652173913043478,0.56,0.56,0.2985,1,173,0.173
14,0.6086956521739131,0.58,0.53,0.2537,1,183,0.183
15,0.6521739130434783,0.58,0.56,0.2836,1,194,0.194
16,0.6956521739130435,0.58,0.56,0.3284,1,309,0.309
17,0.7391304347826086,0.56,0.6,0.3881,1,585,0.585
18,0.782608695652174,0.54,0.64,0.2836,1,524,0.524
19,0.8260869565217391,0.52,0.68,0.2239,1,345,0.345
20,0.8695652173913043,0.52,0.68,0.2239,1,261,0.261
21,0.9130434782608695,0.5,0.72,0.1343,1,166,0.166
22,0.9565217391304348,0.5,0.72,0.1343,1,114,0.114
23,1.0,0.48,0.77,0.1343,1,66,0.066
0,0.0,0.48,0.77,0.1343,1,43,0.043
1,0.043478260869565216,0.48,0.77,0.1642,1,11,0.011
2,0.08695652173913043,0.46,0.82,0.1642,1,3,0.003
3,0.13043478260869565,0.46,0.82,0.1045,1,6,0.006
4,0.17391304347826086,0.44,0.88,0,1,5,0.005
5,0.21739130434782608,0.44,0.82,0.1343,1,32,0.032
6,0.2608695652173913,0.44,0.82,0.1045,1,117,0.117
7,0.30434782608695654,0.46,0.77,0.1045,1,301,0.301
8,0.34782608695652173,0.52,0.63,0,1,467,0.467
9,0.391304347826087,0.54,0.6,0.2985,1,219,0.219
10,0.43478260869565216,0.56,0.56,0.3881,1,133,0.133
11,0.4782608695652174,0.6,0.46,0.2836,1,170,0.17
12,0.5217391304347826,0.62,0.43,0.3284,1,214,0.214
13,0.5652173913043478,0.64,0.41,0.2239,1,219,0.219
14,0.6086956521739131,0.64,0.41,0.2836,1,190,0.19
15,0.6521739130434783,0.64,0.47,0.2836,1,182,0.182
16,0.6956521739130435,0.64,0.47,0.3284,1,282,0.282
17,0.7391304347826086,0.64,0.47,0.2537,1,591,0.591
18,0.782608695652174,0.6,0.53,0.1642,1,593,0.593
19,0.8260869565217391,0.58,0.56,0.1343,1,374,0.374
20,0.8695652173913043,0.52,0.77,0.1642,1,246,0.246
21,0.9130434782608695,0.5,0.82,0.1045,1,201,0.201
22,0.9565217391304348,0.52,0.72,0,1,154,0.154
23,1.0,0.5,0.77,0.1045,1,73,0.073
0,0.0,0.5,0.72,0.194,1,40,0.04
1,0.043478260869565216,0.48,0.63,0.194,1,22,0.022
2,0.08695652173913043,0.46,0.67,0.194,1,10,0.01
3,0.13043478260869565,0.44,0.67,0.2239,1,5,0.005
4,0.17391304347826086,0.44,0.62,0.2836,1,5,0.005
5,0.21739130434782608,0.42,0.62,0.194,1,24,0.024
6,0.2608695652173913,0.4,0.66,0.194,1,114,0.114
7,0.30434782608695654,0.42,0.62,0.194,1,302,0.302
8,0.34782608695652173,0.44,0.62,0.1642,1,457,0.457
9,0.391304347826087,0.46,0.63,0.194,1,208,0.208
10,0.43478260869565216,0.52,0.52,0,1,129,0.129
11,0.4782608695652174,0.54,0.49,0,1,144,0.144
12,0.5217391304347826,0.56,0.49,0.0896,1,226,0.226
13,0.5652173913043478,0.56,0.46,0.0896,1,191,0.191
14,0.6086956521739131,0.58,0.43,0.0896,1,195,0.195
15,0.6521739130434783,0.58,0.46,0.1343,1,219,0.219
16,0.6956521739130435,0.58,0.49,0.194,1,323,0.323
17,0.7391304347826086,0.56,0.52,0.1343,1,568,0.568
18,0.782608695652174,0.54,0.64,0.0896,1,538,0.538
19,0.8260869565217391,0.52,0.59,0.1045,1,343,0.343
20,0.8695652173913043,0.5,0.77,0.1045,1,260,0.26
21,0.9130434782608695,0.46,0.88,0.0896,1,195,0.195
22,0.9565217391304348,0.46,0.82,0,1,148,0.148
23,1.0,0.44,0.88,0.0896,1,99,0.099
0,0.0,0.44,0.88,0,1,67,0.067
1,0.043478260869565216,0.44,0.88,0,1,28,0.028
2,0.08695652173913043,0.42,0.88,0,1,5,0.005
3,0.13043478260869565,0.4,0.87,0,1,10,0.01
4,0.17391304347826086,0.4,0.87,0.1045,1,5,0.005
5,0.21739130434782608,0.42,0.82,0,1,27,0.027
6,0.2608695652173913,0.42,0.88,0,1,87,0.087
7,0.30434782608695654,0.42,0.94,0,1,242,0.242
8,0.34782608695652173,0.46,0.82,0,1,417,0.417
9,0.391304347826087,0.48,0.77,0,1,241,0.241
10,0.43478260869565216,0.52,0.68,0.0896,1,174,0.174
11,0.4782608695652174,0.56,0.63,0,1,230,0.23
12,0.5217391304347826,0.6,0.53,0,1,235,0.235
13,0.5652173913043478,0.6,0.46,0,1,305,0.305
14,0.6086956521739131,0.62,0.5,0,1,256,0.256
15,0.6521739130434783,0.66,0.41,0,1,270,0.27
16,0.6956521739130435,0.64,0.44,0,1,419,0.419
17,0.7391304347826086,0.6,0.56,0.2537,1,563,0.563
18,0.782608695652174,0.56,0.6,0.0896,1,465,0.465
19,0.8260869565217391,0.56,0.52,0,1,294,0.294
20,0.8695652173913043,0.54,0.49,0,1,197,0.197
21,0.9130434782608695,0.5,0.68,0,1,166,0.166
22,0.9565217391304348,0.5,0.68,0,1,146,0.146
23,1.0,0.5,0.63,0,1,136,0.136
0,0.0,0.48,0.72,0,0,89,0.089
1,0.043478260869565216,0.46,0.82,0,0,65,0.065
2,0.08695652173913043,0.46,0.82,0,0,45,0.045
3,0.13043478260869565,0.44,0.88,0,0,20,0.02
4,0.17391304347826086,0.42,0.94,0.1343,0,10,0.01
5,0.21739130434782608,0.42,0.88,0.1045,0,8,0.008
6,0.2608695652173913,0.42,0.94,0,0,22,0.022
7,0.30434782608695654,0.42,0.94,0.0896,0,73,0.073
8,0.34782608695652173,0.46,0.82,0,0,103,0.103
9,0.391304347826087,0.5,0.77,0,0,217,0.217
10,0.43478260869565216,0.52,0.77,0,0,337,0.337
11,0.4782608695652174,0.58,0.56,0,0,397,0.397
12,0.5217391304347826,0.62,0.35,0,0,446,0.446
13,0.5652173913043478,0.62,0.46,0.1045,0,485,0.485
14,0.6086956521739131,0.62,0.5,0.0896,0,465,0.465
15,0.6521739130434783,0.66,0.39,0,0,496,0.496
16,0.6956521739130435,0.64,0.44,0.0896,0,451,0.451
17,0.7391304347826086,0.62,0.5,0.1343,0,393,0.393
18,0.782608695652174,0.6,0.46,0.1045,0,359,0.359
19,0.8260869565217391,0.54,0.68,0.1343,0,248,0.248
20,0.8695652173913043,0.52,0.77,0.1045,0,202,0.202
21,0.9130434782608695,0.52,0.77,0,0,187,0.187
22,0.9565217391304348,0.5,0.77,0,0,149,0.149
23,1.0,0.48,0.88,0,0,142,0.142
0,0.0,0.46,0.88,0.0896,0,129,0.129
1,0.043478260869565216,0.46,0.88,0,0,78,0.078
2,0.08695652173913043,0.46,0.88,0,0,55,0.055
3,0.13043478260869565,0.44,0.88,0,0,30,0.03
4,0.17391304347826086,0.44,0.88,0,0,14,0.014
5,0.21739130434782608,0.44,0.88,0,0,15,0.015
6,0.2608695652173913,0.44,0.88,0,0,21,0.021
7,0.30434782608695654,0.44,0.86,0,0,44,0.044
8,0.34782608695652173,0.46,0.88,0,0,107,0.107
9,0.391304347826087,0.5,0.77,0,0,185,0.185
10,0.43478260869565216,0.56,0.68,0.0896,0,365,0.365
11,0.4782608695652174,0.62,0.53,0.0896,0,423,0.423
12,0.5217391304347826,0.64,0.44,0.0896,0,455,0.455
13,0.5652173913043478,0.66,0.44,0.0896,0,418,0.418
14,0.6086956521739131,0.68,0.47,0.1642,0,500,0.5
15,0.6521739130434783,0.68,0.51,0.1642,0,407,0.407
16,0.6956521739130435,0.66,0.5,0.1343,0,470,0.47
17,0.7391304347826086,0.62,0.61,0.1045,0,438,0.438
18,0.782608695652174,0.64,0.5,0.1045,0,414,0.414
19,0.8260869565217391,0.56,0.73,0.0896,0,302,0.302
20,0.8695652173913043,0.56,0.73,0.1045,0,193,0.193
21,0.9130434782608695,0.54,0.83,0.1045,0,173,0.173
22,0.9565217391304348,0.52,0.94,0,0,152,0.152
23,1.0,0.5,0.88,0.1045,0,123,0.123
0,0.0,0.5,0.94,0,0,53,0.053
1,0.043478260869565216,0.48,0.88,0,0,34,0.034
2,0.08695652173913043,0.48,0.88,0,0,19,0.019
3,0.13043478260869565,0.46,0.88,0,0,11,0.011
4,0.17391304347826086,0.46,0.94,0,0,6,0.006
5,0.21739130434782608,0.46,0.94,0,0,21,0.021
6,0.2608695652173913,0.44,0.94,0,0,44,0.044
7,0.30434782608695654,0.46,0.88,0,0,114,0.114
8,0.34782608695652173,0.52,0.83,0,0,254,0.254
9,0.391304347826087,0.54,0.77,0,0,219,0.219
10,0.43478260869565216,0.56,0.73,0.1642,0,265,0.265
11,0.4782608695652174,0.62,0.69,0.0896,0,322,0.322
12,0.5217391304347826,0.7,0.48,0.0896,0,365,0.365
13,0.5652173913043478,0.72,0.37,0,0,365,0.365
14,0.6086956521739131,0.74,0.37,0,0,370,0.37
15,0.6521739130434783,0.72,0.42,0.1045,0,384,0.384
16,0.6956521739130435,0.7,0.45,0.0896,0,402,0.402
17,0.7391304347826086,0.66,0.54,0.1045,0,459,0.459
18,0.782608695652174,0.64,0.53,0,0,473,0.473
19,0.8260869565217391,0.58,0.78,0.0896,0,336,0.336
20,0.8695652173913043,0.6,0.73,0,0,225,0.225
21,0.9130434782608695,0.56,0.88,0.0896,0,175,0.175
22,0.9565217391304348,0.56,0.88,0.0896,0,126,0.126
23,1.0,0.54,0.88,0.1045,0,75,0.075
0,0.0,0.54,0.88,0,1,30,0.03
1,0.043478260869565216,0.52,0.94,0.0896,1,11,0.011
2,0.08695652173913043,0.52,0.94,0.1343,1,5,0.005
3,0.13043478260869565,0.52,0.88,0.1045,1,3,0.003
4,0.17391304347826086,0.52,0.88,0.1343,1,5,0.005
5,0.21739130434782608,0.52,0.88,0,1,20,0.02
6,0.2608695652173913,0.52,0.83,0.0896,1,123,0.123
7,0.30434782608695654,0.52,0.88,0.0896,1,352,0.352
8,0.34782608695652173,0.56,0.83,0.1045,1,406,0.406
9,0.391304347826087,0.6,0.69,0,1,235,0.235
10,0.43478260869565216,0.6,0.69,0.1343,1,149,0.149
11,0.4782608695652174,0.6,0.73,0.1642,1,123,0.123
12,0.5217391304347826,0.6,0.73,0.1642,1,181,0.181
13,0.5652173913043478,0.6,0.73,0.194,1,180,0.18
14,0.6086956521739131,0.6,0.73,0.1045,1,171,0.171
15,0.6521739130434783,0.6,0.78,0.1642,1,175,0.175
16,0.6956521739130435,0.6,0.73,0.1642,1,320,0.32
17,0.7391304347826086,0.6,0.78,0.2537,1,604,0.604
18,0.782608695652174,0.6,0.78,0.2239,1,539,0.539
19,0.8260869565217391,0.58,0.83,0.2239,1,318,0.318
20,0.8695652173913043,0.58,0.83,0.2239,1,234,0.234
21,0.9130434782608695,0.58,0.78,0.194,1,175,0.175
22,0.9565217391304348,0.56,0.83,0.194,1,147,0.147
23,1.0,0.56,0.83,0.2836,1,57,0.057
0,0.0,0.56,0.83,0.1343,1,25,0.025
1,0.043478260869565216,0.56,0.83,0.1343,1,10,0.01
2,0.08695652173913043,0.56,0.83,0.2836,1,2,0.002
3,0.13043478260869565,0.54,0.94,0.2985,1,2,0.002
4,0.17391304347826086,0.54,0.94,0.3881,1,7,0.007
5,0.21739130434782608,0.54,0.88,0.3284,1,22,0.022
6,0.2608695652173913,0.54,0.88,0.2537,1,112,0.112
7,0.30434782608695654,0.54,0.88,0.3881,1,259,0.259
8,0.34782608695652173,0.54,0.88,0.3881,1,404,0.404
9,0.391304347826087,0.54,0.88,0.4478,1,197,0.197
10,0.43478260869565216,0.54,0.88,0.3881,1,113,0.113
11,0.4782608695652174,0.54,0.94,0.3284,1,120,0.12
12,0.5217391304347826,0.54,0.88,0.3284,1,62,0.062
13,0.5652173913043478,0.54,0.88,0.2239,1,101,0.101
14,0.6086956521739131,0.54,0.94,0.2836,1,78,0.078
15,0.6521739130434783,0.54,0.94,0.2537,1,45,0.045
16,0.6956521739130435,0.56,0.88,0.2239,1,55,0.055
17,0.7391304347826086,0.54,0.94,0.2239,1,251,0.251
18,0.782608695652174,0.54,0.94,0.1343,1,172,0.172
19,0.8260869565217391,0.54,0.94,0.1343,1,109,0.109
20,0.8695652173913043,0.54,0.94,0.1045,1,90,0.09
21,0.9130434782608695,0.54,1,0.1045,1,83,0.083
22,0.9565217391304348,0.54,0.94,0.0896,1,43,0.043
23,1.0,0.54,0.94,0.0896,1,54,0.054
0,0.0,0.54,0.94,0.1343,1,15,0.015
1,0.043478260869565216,0.54,0.94,0,1,12,0.012
2,0.08695652173913043,0.54,0.94,0,1,4,0.004
3,0.13043478260869565,0.54,1,0.194,1,6,0.006
4,0.17391304347826086,0.54,1,0.1045,1,7,0.007
5,0.21739130434782608,0.54,1,0.1045,1,17,0.017
6,0.2608695652173913,0.54,1,0.0896,1,52,0.052
7,0.30434782608695654,0.54,1,0.1343,1,81,0.081
8,0.34782608695652173,0.54,1,0.0896,1,209,0.209
9,0.391304347826087,0.56,1,0.1045,1,109,0.109
10,0.43478260869565216,0.56,1,0.1343,1,69,0.069
11,0.4782608695652174,0.62,0.83,0,1,84,0.084
12,0.5217391304347826,0.62,0.88,0,1,105,0.105
13,0.5652173913043478,0.64,0.83,0.1642,1,162,0.162
14,0.6086956521739131,0.66,0.78,0.194,1,133,0.133
15,0.6521739130434783,0.66,0.78,0.194,1,155,0.155
16,0.6956521739130435,0.66,0.74,0.2239,1,276,0.276
17,0.7391304347826086,0.62,0.83,0.2537,1,479,0.479
18,0.782608695652174,0.62,0.83,0.2537,1,268,0.268
19,0.8260869565217391,0.62,0.83,0.1642,1,205,0.205
20,0.8695652173913043,0.62,0.83,0.2836,1,181,0.181
21,0.9130434782608695,0.62,0.83,0.194,1,123,0.123
22,0.9565217391304348,0.62,0.83,0.194,1,114,0.114
23,1.0,0.58,0.88,0.194,1,47,0.047
0,0.0,0.58,0.94,0.0896,1,39,0.039
1,0.043478260869565216,0.58,0.94,0.1343,1,24,0.024
2,0.08695652173913043,0.56,0.94,0.1642,1,6,0.006
3,0.13043478260869565,0.56,0.94,0.1343,1,7,0.007
4,0.17391304347826086,0.56,0.94,0.194,1,8,0.008
5,0.21739130434782608,0.56,0.94,0.1642,1,17,0.017
6,0.2608695652173913,0.56,0.88,0.194,1,94,0.094
7,0.30434782608695654,0.56,0.88,0.194,1,147,0.147
8,0.34782608695652173,0.56,0.9,0.1642,1,209,0.209
9,0.391304347826087,0.56,0.94,0.2239,1,180,0.18
10,0.43478260869565216,0.54,0.88,0.3582,1,125,0.125
11,0.4782608695652174,0.52,0.88,0.1642,1,87,0.087
12,0.5217391304347826,0.52,0.88,0.1642,1,75,0.075
13,0.5652173913043478,0.56,0.73,0.3582,1,132,0.132
14,0.6086956521739131,0.62,0.43,0.3582,1,156,0.156
15,0.6521739130434783,0.62,0.43,0.2836,1,230,0.23
16,0.6956521739130435,0.6,0.43,0.2239,1,344,0.344
17,0.7391304347826086,0.58,0.46,0.4179,1,481,0.481
18,0.782608695652174,0.54,0.39,0.2836,1,423,0.423
19,0.8260869565217391,0.54,0.39,0.3284,1,248,0.248
20,0.8695652173913043,0.52,0.42,0.194,1,196,0.196
21,0.9130434782608695,0.5,0.45,0.194,1,178,0.178
22,0.9565217391304348,0.46,0.59,0.2239,1,143,0.143
23,1.0,0.46,0.59,0.1642,1,95,0.095
0,0.0,0.46,0.55,0.1045,0,106,0.106
1,0.043478260869565216,0.46,0.55,0.2537,0,73,0.073
2,0.08695652173913043,0.46,0.59,0.194,0,56,0.056
3,0.13043478260869565,0.44,0.62,0.194,0,23,0.023
4,0.17391304347826086,0.42,0.67,0.1343,0,6,0.006
5,0.21739130434782608,0.42,0.71,0.1642,0,7,0.007
6,0.2608695652173913,0.4,0.71,0,0,20,0.02
7,0.30434782608695654,0.4,0.76,0.1045,0,57,0.057
8,0.34782608695652173,0.46,0.59,0.2836,0,125,0.125
9,0.391304347826087,0.52,0.48,0.2985,0,207,0.207
10,0.43478260869565216,0.54,0.45,0.4478,0,322,0.322
11,0.4782608695652174,0.56,0.4,0.3881,0,374,0.374
12,0.5217391304347826,0.58,0.35,0.5522,0,456,0.456
13,0.5652173913043478,0.6,0.35,0.4627,0,394,0.394
14,0.6086956521739131,0.6,0.33,0.4627,0,472,0.472
15,0.6521739130434783,0.62,0.31,0.4925,0,377,0.377
16,0.6956521739130435,0.62,0.29,0.3881,0,443,0.443
17,0.7391304347826086,0.58,0.32,0.2836,0,441,0.441
18,0.782608695652174,0.54,0.39,0.194,0,372,0.372
19,0.8260869565217391,0.5,0.51,0.1343,0,238,0.238
20,0.8695652173913043,0.5,0.48,0.1343,0,179,0.179
21,0.9130434782608695,0.5,0.42,0.2239,0,168,0.168
22,0.9565217391304348,0.5,0.36,0.1343,0,166,0.166
23,1.0,0.48,0.41,0.1642,0,135,0.135
0,0.0,0.46,0.44,0.1343,0,107,0.107
1,0.043478260869565216,0.44,0.47,0.1343,0,77,0.077
2,0.08695652173913043,0.42,0.54,0.1343,0,65,0.065
3,0.13043478260869565,0.42,0.54,0.1343,0,42,0.042
4,0.17391304347826086,0.42,0.54,0.194,0,12,0.012
5,0.21739130434782608,0.42,0.54,0.1642,0,7,0.007
6,0.2608695652173913,0.38,0.66,0.1642,0,10,0.01
7,0.30434782608695654,0.4,0.62,0.1343,0,48,0.048
8,0.34782608695652173,0.44,0.62,0.194,0,99,0.099
9,0.391304347826087,0.5,0.45,0.2239,0,190,0.19
10,0.43478260869565216,0.54,0.45,0.2537,0,347,0.347
11,0.4782608695652174,0.56,0.35,0.2836,0,377,0.377
12,0.5217391304347826,0.58,0.35,0.2537,0,444,0.444
13,0.5652173913043478,0.6,0.35,0.2985,0,438,0.438
14,0.6086956521739131,0.6,0.4,0.2985,0,462,0.462
15,0.6521739130434783,0.62,0.35,0.3881,0,412,0.412
16,0.6956521739130435,0.6,0.46,0.3881,0,466,0.466
17,0.7391304347826086,0.58,0.49,0.4627,0,405,0.405
18,0.782608695652174,0.56,0.49,0.4478,0,328,0.328
19,0.8260869565217391,0.54,0.52,0.3881,0,233,0.233
20,0.8695652173913043,0.54,0.52,0.4627,0,178,0.178
21,0.9130434782608695,0.54,0.52,0.3881,0,102,0.102
22,0.9565217391304348,0.56,0.49,0.4179,0,130,0.13
23,1.0,0.56,0.52,0.4179,0,62,0.062
0,0.0,0.54,0.56,0.3284,1,37,0.037
1,0.043478260869565216,0.56,0.54,0.3881,1,17,0.017
2,0.08695652173913043,0.56,0.54,0.3881,1,7,0.007
3,0.13043478260869565,0.56,0.49,0.194,1,2,0.002
4,0.17391304347826086,0.52,0.59,0.1642,1,5,0.005
5,0.21739130434782608,0.5,0.63,0.2985,1,29,0.029
6,0.2608695652173913,0.5,0.55,0.2537,1,114,0.114
7,0.30434782608695654,0.5,0.55,0.1642,1,309,0.309
8,0.34782608695652173,0.5,0.51,0.2537,1,414,0.414
9,0.391304347826087,0.5,0.45,0.2836,1,206,0.206
10,0.43478260869565216,0.52,0.45,0.1642,1,135,0.135
11,0.4782608695652174,0.56,0.43,0,1,166,0.166
12,0.5217391304347826,0.56,0.4,0.0896,1,205,0.205
13,0.5652173913043478,0.56,0.46,0.0896,1,205,0.205
14,0.6086956521739131,0.58,0.49,0.194,1,166,0.166
15,0.6521739130434783,0.56,0.6,0.2537,1,208,0.208
16,0.6956521739130435,0.58,0.56,0.2537,1,302,0.302
17,0.7391304347826086,0.56,0.64,0.1343,1,620,0.62
18,0.782608695652174,0.56,0.6,0,1,518,0.518
19,0.8260869565217391,0.54,0.68,0.1045,1,333,0.333
20,0.8695652173913043,0.52,0.77,0.1045,1,229,0.229
21,0.9130434782608695,0.5,0.77,0.1045,1,177,0.177
22,0.9565217391304348,0.5,0.77,0,1,104,0.104
23,1.0,0.48,0.88,0,1,62,0.062
0,0.0,0.48,0.82,0,1,31,0.031
1,0.043478260869565216,0.46,0.88,0,1,11,0.011
2,0.08695652173913043,0.44,0.94,0.0896,1,5,0.005
3,0.13043478260869565,0.44,0.94,0.0896,1,1,0.001
4,0.17391304347826086,0.44,0.94,0.1045,1,4,0.004
5,0.21739130434782608,0.46,0.88,0,1,21,0.021
6,0.2608695652173913,0.46,0.82,0.0896,1,109,0.109
7,0.30434782608695654,0.46,0.88,0.0896,1,341,0.341
8,0.34782608695652173,0.5,0.77,0.0896,1,499,0.499
9,0.391304347826087,0.52,0.77,0.0896,1,227,0.227
10,0.43478260869565216,0.56,0.68,0,1,102,0.102
11,0.4782608695652174,0.6,0.49,0.1045,1,147,0.147
12,0.5217391304347826,0.62,0.43,0.0896,1,201,0.201
13,0.5652173913043478,0.64,0.38,0.194,1,219,0.219
14,0.6086956521739131,0.62,0.41,0.1642,1,169,0.169
15,0.6521739130434783,0.62,0.5,0.194,1,205,0.205
16,0.6956521739130435,0.62,0.57,0.2537,1,304,0.304
17,0.7391304347826086,0.6,0.6,0.1343,1,625,0.625
18,0.782608695652174,0.56,0.68,0.1045,1,570,0.57
19,0.8260869565217391,0.56,0.6,0.1045,1,317,0.317
20,0.8695652173913043,0.54,0.64,0.1642,1,227,0.227
21,0.9130434782608695,0.54,0.68,0.1343,1,206,0.206
22,0.9565217391304348,0.52,0.77,0.1642,1,137,0.137
23,1.0,0.52,0.77,0.194,1,70,0.07
0,0.0,0.52,0.77,0.194,1,34,0.034
1,0.043478260869565216,0.52,0.77,0.194,1,16,0.016
2,0.08695652173913043,0.52,0.77,0.194,1,7,0.007
4,0.17391304347826086,0.5,0.94,0.194,1,3,0.003
5,0.21739130434782608,0.5,1,0.1045,1,3,0.003
6,0.2608695652173913,0.52,0.83,0.2537,1,31,0.031
7,0.30434782608695654,0.52,0.77,0.2537,1,68,0.068
8,0.34782608695652173,0.54,0.7,0.4925,1,210,0.21
9,0.391304347826087,0.52,0.88,0.4925,1,202,0.202
10,0.43478260869565216,0.52,0.88,0.4925,1,123,0.123
11,0.4782608695652174,0.52,0.94,0.2537,1,149,0.149
